SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20212022,030,DAVIESS,472,Owensboro Independent,"",---District Total---,472,"","",GRREC,902,"",4858,2065,662,2727,10715,1737,12452,17704
20212022,030,DAVIESS,472,Owensboro Independent,010,Cravens Elementary School,472010,030472010,210459001129,GRREC,902,A1,392,2058,662,2720,11259,1281,12540,18086
20212022,030,DAVIESS,472,Owensboro Independent,015,Emerson Academy,472015,030472015,210459002011,GRREC,902,A5,65,,,,,,,
20212022,030,DAVIESS,472,Owensboro Independent,030,Estes Elementary School,472030,030472030,210459001130,GRREC,902,A1,438,2045,687,2731,8651,1174,9824,14619
20212022,030,DAVIESS,472,Owensboro Independent,060,Foust Elementary School,472060,030472060,210459001132,GRREC,902,A1,431,2492,652,3143,10521,1377,11897,17621
20212022,030,DAVIESS,472,Owensboro Independent,100,Newton Parrish Elementary School,472100,030472100,210459001135,GRREC,902,A1,519,2298,512,2811,8712,1102,9814,15200
20212022,030,DAVIESS,472,Owensboro Independent,102,Owensboro Innovation Middle School,472102,030472102,210459002304,GRREC,902,A1,321,1580,628,2208,12603,1966,14569,19944
20212022,030,DAVIESS,472,Owensboro Independent,108,Owensboro Middle School,472108,030472108,210459002305,GRREC,902,A1,800,1685,537,2222,9620,1634,11254,15830
20212022,030,DAVIESS,472,Owensboro Independent,110,Owensboro High School,472110,030472110,210459001136,GRREC,902,A1,1260,1688,577,2265,10255,1629,11884,16523
20212022,030,DAVIESS,472,Owensboro Independent,116,Owensboro Innovation Academy,472116,030472116,210459002411,GRREC,902,A2,130,,,,,,,
20212022,030,DAVIESS,472,Owensboro Independent,140,Sutton Elementary School,472140,030472140,210459001139,GRREC,902,A1,502,2039,510,2548,9075,1330,10405,15774
20212022,030,DAVIESS,472,Owensboro Independent,180,Hager Preschool,472180,030472180,210459001685,GRREC,902,A4,0,,,,,,,
20212022,095,OWSLEY,475,Owsley County,"",---District Total---,475,"","",KVEC,904,"",638,4026,1989,6015,9527,3434,12961,20288
20212022,095,OWSLEY,475,Owsley County,020,Owsley County Elementary School,475020,095475020,210462001142,KVEC,904,A1,261,5641,2970,8611,17397,5644,23042,32842
20212022,095,OWSLEY,475,Owsley County,080,Owsley County High School,475080,095475080,210462001143,KVEC,904,A1,377,4979,2754,7733,16484,5043,21528,30347
20212022,079,MCCRACKEN,476,Paducah Independent,"",---District Total---,476,"","",WKEC,908,"",2892,1586,1355,2940,10267,1981,12248,20053
20212022,079,MCCRACKEN,476,Paducah Independent,010,Paducah Middle School,476010,079476010,210465001144,WKEC,908,A1,662,1568,1583,3202,18556,4372,23335,28579
20212022,079,MCCRACKEN,476,Paducah Independent,015,Paducah Head Start Preschool,476015,079476015,210465001571,WKEC,908,A4,0,,,,,,,
20212022,079,MCCRACKEN,476,Paducah Independent,016,Choices Educational Center,476016,079476016,210465002364,WKEC,908,A5,72,,,,,,,
20212022,079,MCCRACKEN,476,Paducah Independent,020,Clark Elementary School,476020,079476020,210465001146,WKEC,908,A1,600,1783,1885,3719,18713,4172,23294,29300
20212022,079,MCCRACKEN,476,Paducah Independent,080,McNabb Elementary School,476080,079476080,210465001150,WKEC,908,A1,364,2643,1972,4666,20051,4193,24616,32597
20212022,079,MCCRACKEN,476,Paducah Independent,150,Morgan Elementary School,476150,079476150,210465001152,WKEC,908,A1,369,2451,2004,4506,20287,4331,24954,33079
20212022,079,MCCRACKEN,476,Paducah Independent,170,Paducah Tilghman High School,476170,079476170,210465001154,WKEC,908,A1,825,1837,1838,3368,20311,5164,25742,32276
20212022,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,"",704,1251,555,1806,9651,3040,12691,16037
20212022,058,JOHNSON,477,Paintsville Independent,010,Paintsville Elementary School,477010,058477010,210468001155,KEDC,903,A1,382,695.00,524.00,1219.00,9771.00,2739.00,11292.00,14540.00
20212022,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,A1,322,939.00,559.00,1498.00,10091.00,4526.00,13119.00,16690.00
20212022,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,"",686,2594,2544,5137,10099,2213,12312,19271
20212022,009,BOURBON,478,Paris Independent,010,Paris Elementary School,478010,009478010,210471001157,CKEC,901,A1,317,3470,3011,5498,9309,4308,12635,12635
20212022,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,A1,222,2179,2844,4041,9638,6137,14793,14793
20212022,009,BOURBON,478,Paris Independent,030,Paris Middle School,478030,009478030,210471001159,CKEC,901,A1,147,2136,2756,3910,9944,3443,12404,12404
20212022,009,BOURBON,478,Paris Independent,040,Paris Preschool Center,478040,009478040,210471002226,CKEC,901,A4,0,,,,,,,
20212022,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,"",2151,924,500,1424,8361,2151,10511,13566
20212022,096,PENDLETON,481,Pendleton County,060,Northern Elementary School,481060,096481060,210474001160,NKCES,905,A1,455,901,433,1334,8960,2107,11067,12499
20212022,096,PENDLETON,481,Pendleton County,061,Phillip Sharp Middle School,481061,096481061,210474001646,NKCES,905,A1,523,760,540,1300,7983,2525,10507,12129
20212022,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,A1,681,677,448,1126,8507,2974,11481,13082
20212022,096,PENDLETON,481,Pendleton County,080,Southern Elementary School,481080,096481080,210474001163,NKCES,905,A1,492,1145,458,1603,9263,2187,11450,12880
20212022,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,"",3467,1524,1876,3400,9048,2592,11641,17886
20212022,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,A1,324,1868,2323,4190,10979,5714,16690,19582
20212022,097,PERRY,485,Perry County,140,Learning Academy,485140,097485140,210477002398,KVEC,904,A5,19,,,,,,,
20212022,097,PERRY,485,Perry County,190,Perry County Alternative School,485190,097485190,210477002387,KVEC,904,A5,4,,,,,,,
20212022,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,KVEC,904,A1,631,1542,1829,3371,11459,4243,15703,18524
20212022,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,A1,856,1239,1907,3146,9659,4597,14256,17053
20212022,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,A1,104,1669,1970,3639,14355,5352,19707,23207
20212022,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,A1,351,1715,1850,3565,11035,4216,15252,18132
20212022,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,A1,261,1496,2009,3505,10711,4629,15340,18266
20212022,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,A1,232,1423,1731,3154,10809,4374,15184,18145
20212022,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,A1,685,1676,1753,3429,10113,4041,14154,16971
20212022,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,"",7288,1235,913,2148,9901,2437,12338,16473
20212022,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,A5,46,,,,,,,
20212022,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,A6,24,,,,,,,
20212022,098,PIKE,491,Pike County,020,Pike County Virtual Academy,491020,098491020,"",KVEC,904,A5,0,,,,,,,
20212022,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,A1,521,1337,896,2233,9680,2936,12616,15591
20212022,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,A1,449,564,916,1480,10444,3197,13642,15817
20212022,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,A1,145,1663,1070,2734,14125,3368,17492,21262
20212022,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,A1,356,499,852,1351,9938,3358,13296,15440
20212022,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,A1,527,1600,968,2568,11001,2946,13948,17262
20212022,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,A1,777,1450,903,2353,9429,2751,12180,15240
20212022,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,KVEC,904,A1,515,640,884,1524,10194,3836,14030,16271
20212022,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,KVEC,904,A1,198,1984,1145,3130,11974,3039,15013,19076
20212022,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,KVEC,904,A1,660,643,891,1534,8932,3379,12312,14561
20212022,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,A1,240,1493,984,2478,10993,3353,14346,17698
20212022,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,A1,403,1657,966,2623,10253,3091,13343,16739
20212022,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,A1,567,1799,875,2674,10257,3047,13305,16712
20212022,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,A1,109,2004,1341,3345,15094,3242,18337,22850
20212022,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,A1,694,1350,767,2117,8793,2719,11511,14342
20212022,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,KVEC,904,A1,272,2225,921,3146,13954,2927,16881,20733
20212022,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,A1,264,563,845,1408,13701,4187,17888,20149
20212022,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,KVEC,904,A1,521,724,896,1620,9402,3623,13026,15386
20212022,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,"",1156,813,753,1566,10127,2501,12628,14683
20212022,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,KVEC,904,A1,625,1682,1413,3095,16638,1600,18238,21333
20212022,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,A1,531,1693,1244,2945,18517,2102,20624,23559
20212022,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,"",559,1776,1469,3245,8316,2738,11054,15404
20212022,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,A1,559,1776,1469,3245,8316,2738,11054,15404
20212022,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,"",2116,2008,1229,3237,8723,1921,10644,15436
20212022,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,CKEC,901,A1,187,2449,1029,3603,11068,1974,12917,18623
20212022,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,CKEC,901,A5,15,,,,,,,
20212022,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,CKEC,901,A1,484,2004,1257,3337,8494,1611,10028,14292
20212022,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,CKEC,901,A1,437,1946,1288,3318,8407,1620,9943,15094
20212022,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,CKEC,901,A1,666,1622,1242,2914,8760,2450,11160,14986
20212022,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,CKEC,901,A1,327,2186,1207,3487,8290,1728,9924,16558
20212022,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,"",7706,664,938,1602,9062,1654,10716,13992
20212022,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,SESC,907,A1,349,912,818,1757,10244,2292,12536,14825
20212022,100,PULASKI,501,Pulaski County,071,Eagle Academy,501071,100501071,210495001554,SESC,907,A6,42,,,,,,,
20212022,100,PULASKI,501,Pulaski County,099,Memorial Education Center,501099,100501099,210495002065,SESC,907,A4,16,,,,,,,
20212022,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,SESC,907,A1,354,802,702,1583,9040,1872,10912,13160
20212022,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,SESC,907,A1,305,1234,842,2084,10758,2191,12949,15225
20212022,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,SESC,907,A1,1183,661,674,1519,8543,1980,10523,12703
20212022,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,SESC,907,A1,552,698,650,1524,9400,1982,11382,13618
20212022,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,SESC,907,A1,962,746,532,1612,7378,1677,9056,11254
20212022,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,SESC,907,A1,863,573,562,1405,7576,1785,9361,11567
20212022,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,SESC,907,A1,1240,743,668,1591,8168,1978,10146,12322
20212022,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,SESC,907,A1,530,1032,694,1834,8769,1801,10569,12788
20212022,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,SESC,907,A1,310,915,684,1737,9332,1956,11288,13534
20212022,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,SESC,907,A1,353,709,778,1532,11495,2021,13518,15774
20212022,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,SESC,907,A1,647,1057,1036,1898,9047,2103,11150,13389
20212022,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,"",1018,648,1034,1683,9139,2376,11515,15781
20212022,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,A1,251,768,887,1656,10168,2341,12592,12592
20212022,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,KEDC,903,A6,21,,,,,,,
20212022,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,A1,291,297,1063,1361,11216,3512,14811,16172
20212022,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,A1,425,699,1180,1881,6839,1815,8737,10617
20212022,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,KEDC,903,A6,30,,,,,,,
20212022,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,"",422,2833,1071,3904,9066,3201,12267,19379
20212022,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,A1,422,2833,1071,3904,9066,3201,12267,19379
20212022,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,"",2676,821,1104,1926,9128,1888,11016,14708
20212022,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,A1,403,1058,1300,2358,11018,3962,14980,13282
20212022,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Achievement,511022,102511022,210507001906,SESC,907,A5,44,,,,,,,
20212022,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,A1,636,396,1061,1458,10346,3736,14082,13282
20212022,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,A1,569,1006,1221,2228,10962,3889,14855,13336
20212022,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,A1,790,707,777,1484,10665,3469,14133,13309
20212022,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,A1,234,1013,1975,2662,10931,3059,15275,13284
20212022,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,"",3130,1004,479,1483,8855,2071,10926,15105
20212022,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,A1,289,1130,880,2010,7421,1422,8843,10853
20212022,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,A1,522,1001,754,1755,7206,1403,8610,10365
20212022,103,ROWAN,515,Rowan County,044,Rowan County Preschool Center,515044,103515044,210510002033,KEDC,903,A4,0,,,,,,,
20212022,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,KEDC,903,A6,16,,,,,,,
20212022,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,KEDC,903,A5,21,,,,,,,
20212022,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,KEDC,903,A5,13,,,,,,,
20212022,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,A1,957,369,620,988,7691,1546,9237,10225
20212022,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,A1,197,1479,805,2283,8415,1516,9931,12214
20212022,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,A1,726,470,575,1045,7156,1257,8412,9457
20212022,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,A1,389,1024,808,1832,8829,1644,10473,12305
20212022,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,"",2866,1094,1164,2258,8896,2061,10958,14976
20212022,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,A1,424,1865,1565,3430,10578,3105,13683,15130
20212022,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,A1,597,1335,1550,2885,10756,3144,13899,15356
20212022,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,GRREC,902,A1,809,568,881,1449,10037,3492,13529,16918
20212022,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,GRREC,902,A1,344,1824,1418,3242,10684,3065,13749,15185
20212022,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,GRREC,902,A1,692,666,759,1425,8572,2225,10797,12177
20212022,045,GREENUP,522,Russell Independent,"",---District Total---,522,"","",KEDC,903,"",2122,905,457,1362,9237,2242,11479,13582
20212022,045,GREENUP,522,Russell Independent,011,Russell Primary School,522011,045522011,210513001626,KEDC,903,A1,451,1734,868,2602,9790,1178,10968,14283
20212022,045,GREENUP,522,Russell Independent,030,Russell-McDowell Intermediate School,522030,045522030,210513001270,KEDC,903,A1,485,1184,812,1996,8408,1084,9492,12738
20212022,045,GREENUP,522,Russell Independent,050,Russell High School,522050,045522050,210513001272,KEDC,903,A1,645,687,871,1558,9334,1720,11064,13957
20212022,045,GREENUP,522,Russell Independent,060,Russell Middle School,522060,045522060,210513001273,KEDC,903,A1,509,877,811,1688,8439,1110,11064,12486
20212022,045,GREENUP,522,Russell Independent,070,Russell Independent Alternative School,522070,045522070,210513002514,KEDC,903,A5,32,,,,,,,
20212022,071,LOGAN,523,Russellville Independent,"",---District Total---,523,"","",GRREC,902,"",1046,1588,1071,2659,9115,2722,11837,16095
20212022,071,LOGAN,523,Russellville Independent,020,Russellville Primary Academy,523020,071523020,210519002515,GRREC,902,A4,99,,,,,,,
20212022,071,LOGAN,523,Russellville Independent,025,R E Stevenson Elementary School,523025,071523025,210519001274,GRREC,902,A1,380,1589,1072,2661,7310,1883,9193,13292
20212022,071,LOGAN,523,Russellville Independent,030,Russellville High School,523030,071523030,210519001275,GRREC,902,A1,319,1001,886,1887,9849,3923,13772,17211
20212022,071,LOGAN,523,Russellville Independent,050,Russellville Middle School,523050,071523050,210519002490,GRREC,902,A1,248,1602,810,2412,8269,1925,10193,13910
20212022,100,PULASKI,524,Science Hill Independent,"",---District Total---,524,"","",SESC,907,"",407,1467,876,2344,8734,1949,10683,14050
20212022,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,SESC,907,A1,407,1467,875,2343,8734,1949,10682,14050
20212022,105,SCOTT,525,Scott County,"",---District Total---,525,"","",CKEC,901,"",9335,505,534,1039,9315,1331,10646,15422
20212022,105,SCOTT,525,Scott County,005,Phoenix Horizon Community,525005,105525005,210526002432,CKEC,901,A5,147,,,,,,,
20212022,105,SCOTT,525,Scott County,010,Eastern Elementary School,525010,105525010,210526001278,CKEC,901,A1,433,487,600,1087,9193,1714,10907,15740
20212022,105,SCOTT,525,Scott County,012,Anne Mason Elementary School,525012,105525012,210526001942,CKEC,901,A1,416,518,564,1081,11414,1449,12864,17795
20212022,105,SCOTT,525,Scott County,013,Royal Spring Middle School,525013,105525013,210526002017,CKEC,901,A1,772,324,534,858,9434,1237,10671,15317
20212022,105,SCOTT,525,Scott County,014,Lemons Mill Elementary School,525014,105525014,210526002349,CKEC,901,A1,492,678,530,1208,10594,1388,11982,17014
20212022,105,SCOTT,525,Scott County,015,Garth Elementary School,525015,105525015,210526001279,CKEC,901,A1,362,1217,700,1917,10808,1518,12326,18107
20212022,105,SCOTT,525,Scott County,018,Georgetown Middle School,525018,105525018,210526001280,CKEC,901,A1,554,480,561,1041,10590,1280,11870,16882
20212022,105,SCOTT,525,Scott County,019,Scott County Preschool,525019,105525019,210526002204,CKEC,901,A4,0,,,,,,,
20212022,105,SCOTT,525,Scott County,025,Great Crossing High School,525025,105525025,210526002482,CKEC,901,A1,1679,301,492,793,7707,1272,8979,13537
20212022,105,SCOTT,525,Scott County,029,Creekside Elementary,525029,105525029,210526002483,CKEC,901,A1,466,1109,588,1696,10599,1319,11918,17365
20212022,105,SCOTT,525,Scott County,035,Northern Elementary School,525035,105525035,210526001687,CKEC,901,A1,458,502,587,1089,9796,1295,11091,15928
20212022,105,SCOTT,525,Scott County,040,Scott County High School,525040,105525040,210526001283,CKEC,901,A1,1169,390,537,927,9331,1398,10728,15434
20212022,105,SCOTT,525,Scott County,044,Elkhorn Crossing School,525044,105525044,210526002301,CKEC,901,A2,0,,,,,,,
20212022,105,SCOTT,525,Scott County,050,Stamping Ground Elementary School,525050,105525050,210526001284,CKEC,901,A1,386,500,562,1062,10488,1744,12231,17103
20212022,105,SCOTT,525,Scott County,060,Scott County Middle School,525060,105525060,210526001285,CKEC,901,A1,869,344,476,820,8625,1169,9794,14392
20212022,105,SCOTT,525,Scott County,070,Southern Elementary School,525070,105525070,210526001286,CKEC,901,A1,474,1067,590,1656,10959,1383,12343,17799
20212022,105,SCOTT,525,Scott County,080,Western Elementary School,525080,105525080,210526000530,CKEC,901,A1,658,444,525,968,9034,1305,10338,15105
20212022,106,SHELBY,531,Shelby County,"",---District Total---,531,"","",OVEC,906,"",6665,894,405,1299,9860,1913,11772,17656
20212022,106,SHELBY,531,Shelby County,014,Painted Stone Elementary,531014,106531014,210532001964,OVEC,906,A1,462,1616,335,1951,10233,1994,12228,15946
20212022,106,SHELBY,531,Shelby County,015,Southside Elementary,531015,106531015,210532002077,OVEC,906,A1,441,1023,555,1578,9665,1692,11357,14714
20212022,106,SHELBY,531,Shelby County,040,Martha Layne Collins High School,531040,106531040,210532002253,OVEC,906,A1,1194,445,409,854,8771,1864,10635,13273
20212022,106,SHELBY,531,Shelby County,054,Marnel C. Moorman School,531054,106531054,210532002491,OVEC,906,A1,725,1020,332,1351,8567,1519,10085,13162
20212022,106,SHELBY,531,Shelby County,065,Heritage Elementary,531065,106531065,210532001688,OVEC,906,A1,409,1149,359,1508,10123,1797,11921,15217
20212022,106,SHELBY,531,Shelby County,080,Shelby County West Middle School,531080,106531080,210532001291,OVEC,906,A1,595,461,376,837,9250,1695,10945,13530
20212022,106,SHELBY,531,Shelby County,090,Shelby County High School,531090,106531090,210532001292,OVEC,906,A1,936,631,418,1050,9613,2094,11708,34121
20212022,106,SHELBY,531,Shelby County,100,Simpsonville Elementary,531100,106531100,210532001293,OVEC,906,A1,445,839,346,1185,10104,2063,12168,15187
20212022,106,SHELBY,531,Shelby County,110,Shelby County East Middle School,531110,106531110,210532001294,OVEC,906,A1,545,586,340,926,9422,1653,11076,13757
20212022,106,SHELBY,531,Shelby County,120,Clear Creek Elementary,531120,106531120,210532001295,OVEC,906,A1,422,1316,364,1680,10871,2016,12887,16331
20212022,106,SHELBY,531,Shelby County,130,Wright Elementary,531130,106531130,210532001434,OVEC,906,A1,465,1047,405,1452,10064,1753,11818,15036
20212022,106,SHELBY,531,Shelby County,160,Northside Early Childhood Center,531160,106531160,210532001689,OVEC,906,A4,0,,,,,,,
20212022,106,SHELBY,531,Shelby County,170,Ascension Academy,531170,106531170,210532001690,OVEC,906,A6,26,,,,,,,
20212022,107,SIMPSON,535,Simpson County,"",---District Total---,535,"","",GRREC,902,"",2930,1386,657,2042,9060,2114,11174,14263
20212022,107,SIMPSON,535,Simpson County,007,Franklin-Simpson High School West Campus,535007,107535007,210540001652,GRREC,902,A5,122,,,,,,,
20212022,107,SIMPSON,535,Simpson County,020,Franklin Elementary School,535020,107535020,210540001299,GRREC,902,A1,239,1381,551,1932,9526,1788,11314,14143
20212022,107,SIMPSON,535,Simpson County,030,Franklin-Simpson Middle School,535030,107535030,210540001300,GRREC,902,A1,687,1236,537,1773,7877,2120,9997,12792
20212022,107,SIMPSON,535,Simpson County,040,Franklin-Simpson High School,535040,107535040,210540001301,GRREC,902,A1,736,1439,920,2359,10105,2484,12589,15963
20212022,107,SIMPSON,535,Simpson County,045,Lincoln Elementary School,535045,107535045,210540001302,GRREC,902,A1,427,1595,546,2141,8768,1911,10679,13919
20212022,107,SIMPSON,535,Simpson County,100,Simpson Elementary School,535100,107535100,210540001435,GRREC,902,A1,719,1285,539,1824,8137,1813,9950,12784
20212022,100,PULASKI,536,Somerset Independent,"",---District Total---,536,"","",SESC,907,"",1526,1208,1094,2302,9364,1937,11301,15418
20212022,100,PULASKI,536,Somerset Independent,050,Hopkins Elementary School,536050,100536050,210543001307,SESC,907,A1,542,1648,1186,2833,1005,1778,2784,15394
20212022,100,PULASKI,536,Somerset Independent,070,Somerset High School,536070,100536070,210543001310,SESC,907,A1,525,957,1135,2092,2079,2340,4420,15912
20212022,100,PULASKI,536,Somerset Independent,090,Meece Middle School,536090,100536090,210543001311,SESC,907,A1,459,977,940,1916,1754,1538,3291,14024
20212022,019,CAMPBELL,537,Southgate Independent,"",---District Total---,537,"","",NKCES,905,"",164,2422,2131,4553,13445,4000,17445,23496
20212022,019,CAMPBELL,537,Southgate Independent,010,Southgate Public School,537010,019537010,210546001313,NKCES,905,A1,164,2422,2131,4553,13445,4000,17445,23496
20212022,108,SPENCER,541,Spencer County,"",---District Total---,541,"","",OVEC,906,"",3054,1150,614,1765,8571,1472,10043,13200
